name,positions,age,team,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,games_played
Langston Galloway,SHOOTING GUARD,26,DETROIT PISTONS,75,218,33,41,13,79,58,35,5,18,39,360,2018,0.371,58
Marc Gasol,CENTER,33,MEMPHIS GRIZZLIES,109,320,281,337,78,514,305,54,101,194,185,1258,2018,0.42,73
Pau Gasol,CENTER,37,SAN ANTONIO SPURS,43,120,158,209,129,490,238,24,79,108,121,775,2018,0.458,77
Rudy Gay,POWER FORWARD,31,SAN ANTONIO SPURS,37,118,112,145,76,215,73,46,38,78,98,655,2018,0.471,57
Paul George,SMALL FORWARD,27,OKLAHOMA CITY THUNDER,244,609,338,411,72,375,263,161,39,212,233,1734,2018,0.43,79
Marcus Georges-Hunt,SHOOTING GUARD,23,MINNESOTA TIMBERWOLVES,4,15,13,21,7,9,7,6,0,3,32,59,2018,0.438,42
Jonathan Gibson,POINT GUARD,30,BOSTON CELTICS,6,12,0,0,0,3,4,0,0,3,5,34,2018,0.609,4
Taj Gibson,POWER FORWARD,32,MINNESOTA TIMBERWOLVES,7,35,142,185,194,390,99,62,59,89,218,999,2018,0.577,82
Manu Ginóbili,SHOOTING GUARD,40,SAN ANTONIO SPURS,64,192,110,131,19,123,163,43,16,105,126,576,2018,,65
Rudy Gobert,CENTER,25,UTAH JAZZ,0,0,204,299,165,436,80,44,129,107,153,756,2018,0.622,56
Aaron Gordon,POWER FORWARD,22,ORLANDO MAGIC,115,342,157,225,87,370,136,59,45,107,111,1022,2018,0.434,58
Eric Gordon,SHOOTING GUARD,29,HOUSTON ROCKETS,218,608,195,241,25,145,154,44,27,130,116,1243,2018,0.428,69
Marcin Gortat,CENTER,33,WASHINGTON WIZARDS,0,0,110,163,181,442,151,40,61,99,175,690,2018,0.518,82
Treveon Graham,SHOOTING GUARD,24,CHARLOTTE HORNETS,40,97,41,59,42,79,59,33,2,27,109,273,2018,0.434,63
Jerami Grant,POWER FORWARD,23,OKLAHOMA CITY THUNDER,32,110,162,240,86,233,57,31,77,54,155,682,2018,0.535,81
Jerian Grant,POINT GUARD,25,CHICAGO BULLS,61,187,140,188,31,141,342,63,8,89,132,619,2018,0.416,74
Josh Gray,POINT GUARD,24,PHOENIX SUNS,3,13,7,11,2,8,12,8,2,7,8,32,2018,0.268,5
Danny Green,SHOOTING GUARD,30,SAN ANTONIO SPURS,116,320,50,65,41,208,110,63,80,74,122,600,2018,0.387,70
Draymond Green,POWER FORWARD,27,GOLDEN STATE WARRIORS,77,256,134,173,75,460,508,95,91,202,185,773,2018,0.454,70
Gerald Green,SHOOTING GUARD,32,HOUSTON ROCKETS,110,298,51,60,15,118,25,24,15,31,87,497,2018,0.407,41
JaMychal Green,POWER FORWARD,27,MEMPHIS GRIZZLIES,43,127,80,111,147,317,79,32,25,76,153,569,2018,0.457,55
Jeff Green,POWER FORWARD,31,CLEVELAND CAVALIERS,53,170,203,234,60,186,99,41,34,75,149,846,2018,0.477,78
Blake Griffin,POWER FORWARD,28,LOS ANGELES CLIPPERS,64,187,172,219,46,216,179,30,9,99,78,746,2018,0.438,33
Blake Griffin,POWER FORWARD,28,LOS ANGELES CLIPPERS,64,187,172,219,46,216,179,30,9,99,78,746,2018,0.441,33
Blake Griffin,POWER FORWARD,28,LOS ANGELES CLIPPERS,64,187,172,219,46,216,179,30,9,99,78,746,2018,0.433,33
Blake Griffin,POWER FORWARD,28,DETROIT PISTONS,47,135,87,111,27,139,155,11,9,66,61,496,2018,0.438,25
Blake Griffin,POWER FORWARD,28,DETROIT PISTONS,47,135,87,111,27,139,155,11,9,66,61,496,2018,0.441,25
Blake Griffin,POWER FORWARD,28,DETROIT PISTONS,47,135,87,111,27,139,155,11,9,66,61,496,2018,0.433,25
Daniel Hamilton,SHOOTING GUARD,22,OKLAHOMA CITY THUNDER,2,5,0,0,0,5,8,1,0,2,2,12,2018,0.455,6
Tim Hardaway Jr.,SHOOTING GUARD,25,NEW YORK KNICKS,130,410,146,179,32,192,155,62,10,92,123,996,2018,0.421,57
James Harden,SHOOTING GUARD,28,HOUSTON ROCKETS,265,722,624,727,41,348,630,126,50,315,169,2191,2018,0.449,72
Maurice Harkless,SMALL FORWARD,24,PORTLAND TRAIL BLAZERS,49,118,42,59,46,116,53,48,43,40,103,385,2018,0.495,59
Montrezl Harrell,CENTER,24,LOS ANGELES CLIPPERS,1,7,139,222,103,203,74,36,52,68,143,836,2018,0.635,76
Devin Harris,POINT GUARD,34,DALLAS MAVERICKS,44,125,93,112,9,76,85,33,8,49,103,373,2018,0.412,44
Devin Harris,POINT GUARD,34,DALLAS MAVERICKS,44,125,93,112,9,76,85,33,8,49,103,373,2018,0.415,44
Devin Harris,POINT GUARD,34,DALLAS MAVERICKS,44,125,93,112,9,76,85,33,8,49,103,373,2018,0.406,44
Devin Harris,POINT GUARD,34,DENVER NUGGETS,35,102,49,58,3,39,67,14,4,27,55,222,2018,0.412,27
Devin Harris,POINT GUARD,34,DENVER NUGGETS,35,102,49,58,3,39,67,14,4,27,55,222,2018,0.415,27
Devin Harris,POINT GUARD,34,DENVER NUGGETS,35,102,49,58,3,39,67,14,4,27,55,222,2018,0.406,27
Gary Harris,SHOOTING GUARD,23,DENVER NUGGETS,156,394,134,162,37,139,194,122,15,119,119,1170,2018,0.485,67
Joe Harris,SHOOTING GUARD,26,BROOKLYN NETS,150,358,86,104,51,209,128,35,20,91,153,846,2018,0.491,78
Tobias Harris,POWER FORWARD,25,DETROIT PISTONS,113,276,115,136,36,208,94,34,15,51,91,868,2018,0.46,48
Tobias Harris,POWER FORWARD,25,DETROIT PISTONS,113,276,115,136,36,208,94,34,15,51,91,868,2018,0.451,48
Tobias Harris,POWER FORWARD,25,DETROIT PISTONS,113,276,115,136,36,208,94,34,15,51,91,868,2018,0.473,48
Tobias Harris,POWER FORWARD,25,LOS ANGELES CLIPPERS,70,169,64,80,22,171,98,37,20,54,73,618,2018,0.46,32
Tobias Harris,POWER FORWARD,25,LOS ANGELES CLIPPERS,70,169,64,80,22,171,98,37,20,54,73,618,2018,0.451,32
Tobias Harris,POWER FORWARD,25,LOS ANGELES CLIPPERS,70,169,64,80,22,171,98,37,20,54,73,618,2018,0.473,32
Aaron Harrison,SHOOTING GUARD,23,DALLAS MAVERICKS,9,43,13,17,4,20,11,9,2,3,27,60,2018,0.275,9
Andrew Harrison,POINT GUARD,23,MEMPHIS GRIZZLIES,47,142,124,159,23,108,177,38,26,81,138,533,2018,0.422,56
Shaquille Harrison,POINT GUARD,24,PHOENIX SUNS,6,26,28,38,9,52,55,26,7,22,42,152,2018,0.476,23
Josh Hart,SHOOTING GUARD,22,LOS ANGELES LAKERS,78,197,66,94,42,221,80,47,16,47,107,496,2018,0.469,63
Udonis Haslem,CENTER,37,MIAMI HEAT,1,8,1,2,3,7,5,0,2,2,3,8,2018,0.2,14
Nigel Hayes,SMALL FORWARD,23,LOS ANGELES LAKERS,0,2,1,1,0,0,2,0,0,0,0,3,2018,0.333,2
Nigel Hayes,SMALL FORWARD,23,LOS ANGELES LAKERS,0,2,1,1,0,0,2,0,0,0,0,3,2018,0.333,2
Nigel Hayes,SMALL FORWARD,23,LOS ANGELES LAKERS,0,2,1,1,0,0,2,0,0,0,0,3,2018,1.0,2
Nigel Hayes,SMALL FORWARD,23,LOS ANGELES LAKERS,0,2,1,1,0,0,2,0,0,0,0,3,2018,0.286,2
Nigel Hayes,SMALL FORWARD,23,TORONTO RAPTORS,2,2,0,0,0,0,0,0,0,1,0,6,2018,0.333,2
Nigel Hayes,SMALL FORWARD,23,TORONTO RAPTORS,2,2,0,0,0,0,0,0,0,1,0,6,2018,0.333,2
Nigel Hayes,SMALL FORWARD,23,TORONTO RAPTORS,2,2,0,0,0,0,0,0,0,1,0,6,2018,1.0,2
Nigel Hayes,SMALL FORWARD,23,TORONTO RAPTORS,2,2,0,0,0,0,0,0,0,1,0,6,2018,0.286,2
Nigel Hayes,SMALL FORWARD,23,SACRAMENTO KINGS,2,12,0,2,4,18,4,2,3,1,8,18,2018,0.333,5
Nigel Hayes,SMALL FORWARD,23,SACRAMENTO KINGS,2,12,0,2,4,18,4,2,3,1,8,18,2018,0.333,5
Nigel Hayes,SMALL FORWARD,23,SACRAMENTO KINGS,2,12,0,2,4,18,4,2,3,1,8,18,2018,1.0,5
Nigel Hayes,SMALL FORWARD,23,SACRAMENTO KINGS,2,12,0,2,4,18,4,2,3,1,8,18,2018,0.286,5
Gordon Hayward,SMALL FORWARD,27,BOSTON CELTICS,0,1,0,0,0,1,0,0,0,0,1,2,2018,0.5,1
Reggie Hearn,SHOOTING GUARD,26,DETROIT PISTONS,1,2,0,0,0,0,0,0,0,0,0,3,2018,0.5,3
Myke Henry,SMALL FORWARD,25,MEMPHIS GRIZZLIES,19,58,6,10,10,28,22,31,6,19,28,107,2018,0.376,20
John Henson,CENTER,27,MILWAUKEE BUCKS,1,7,90,158,150,363,114,45,109,84,202,665,2018,0.572,76
Juancho Hernangómez,POWER FORWARD,22,DENVER NUGGETS,14,50,10,12,18,36,12,6,3,9,25,82,2018,0.387,25
Willy Hernangómez,CENTER,23,NEW YORK KNICKS,1,5,12,28,22,45,21,8,7,26,32,111,2018,0.555,26
Willy Hernangómez,CENTER,23,NEW YORK KNICKS,1,5,12,28,22,45,21,8,7,26,32,111,2018,0.605,26
Willy Hernangómez,CENTER,23,NEW YORK KNICKS,1,5,12,28,22,45,21,8,7,26,32,111,2018,0.506,26
Willy Hernangómez,CENTER,23,CHARLOTTE HORNETS,4,7,47,62,39,77,12,10,9,9,32,135,2018,0.555,22
Willy Hernangómez,CENTER,23,CHARLOTTE HORNETS,4,7,47,62,39,77,12,10,9,9,32,135,2018,0.605,22
Willy Hernangómez,CENTER,23,CHARLOTTE HORNETS,4,7,47,62,39,77,12,10,9,9,32,135,2018,0.506,22
Mario Hezonja,SMALL FORWARD,22,ORLANDO MAGIC,90,267,86,105,41,240,106,81,31,86,134,722,2018,0.442,75
Isaiah Hicks,POWER FORWARD,23,NEW YORK KNICKS,2,9,12,18,10,31,16,2,4,16,45,80,2018,0.458,18
Buddy Hield,SHOOTING GUARD,25,SACRAMENTO KINGS,176,408,71,81,55,252,155,85,22,124,148,1079,2018,0.446,80
Nenê,CENTER,35,HOUSTON ROCKETS,0,2,68,107,54,122,45,28,14,38,123,340,2018,0.569,52
George Hill,POINT GUARD,31,SACRAMENTO KINGS,58,128,77,99,22,95,119,39,12,60,75,441,2018,0.46,43
George Hill,POINT GUARD,31,SACRAMENTO KINGS,58,128,77,99,22,95,119,39,12,60,75,441,2018,0.469,43
George Hill,POINT GUARD,31,SACRAMENTO KINGS,58,128,77,99,22,95,119,39,12,60,75,441,2018,0.444,43
George Hill,POINT GUARD,31,CLEVELAND CAVALIERS,27,77,33,41,20,44,67,22,15,28,53,226,2018,0.46,24
George Hill,POINT GUARD,31,CLEVELAND CAVALIERS,27,77,33,41,20,44,67,22,15,28,53,226,2018,0.469,24
George Hill,POINT GUARD,31,CLEVELAND CAVALIERS,27,77,33,41,20,44,67,22,15,28,53,226,2018,0.444,24
Solomon Hill,SMALL FORWARD,26,NEW ORLEANS PELICANS,4,21,3,6,9,27,22,7,1,9,22,29,2018,0.268,12
Darrun Hilliard,SHOOTING GUARD,24,SAN ANTONIO SPURS,0,6,6,7,0,7,11,2,0,4,7,16,2018,0.263,14
Jrue Holiday,SHOOTING GUARD,27,NEW ORLEANS PELICANS,120,356,187,238,62,303,486,123,64,213,201,1537,2018,0.494,81
Justin Holiday,SHOOTING GUARD,28,CHICAGO BULLS,161,449,135,164,31,260,153,80,31,93,134,876,2018,0.371,72
John Holland,SMALL FORWARD,29,CLEVELAND CAVALIERS,11,36,9,13,6,18,5,7,2,8,10,54,2018,0.288,24
Rondae Hollis-Jefferson,SMALL FORWARD,23,BROOKLYN NETS,13,54,249,316,101,358,167,65,48,121,145,946,2018,0.472,68
Richaun Holmes,CENTER,24,PHILADELPHIA 76ERS,4,31,37,56,57,154,61,20,29,25,97,311,2018,0.56,48
Rodney Hood,SHOOTING GUARD,25,UTAH JAZZ,102,262,85,97,14,97,65,30,7,63,64,655,2018,0.429,39
Rodney Hood,SHOOTING GUARD,25,UTAH JAZZ,102,262,85,97,14,97,65,30,7,63,64,655,2018,0.424,39
Rodney Hood,SHOOTING GUARD,25,UTAH JAZZ,102,262,85,97,14,97,65,30,7,63,64,655,2018,0.442,39
Rodney Hood,SHOOTING GUARD,25,CLEVELAND CAVALIERS,25,71,26,32,8,46,30,15,5,7,41,227,2018,0.429,21
Rodney Hood,SHOOTING GUARD,25,CLEVELAND CAVALIERS,25,71,26,32,8,46,30,15,5,7,41,227,2018,0.424,21
Rodney Hood,SHOOTING GUARD,25,CLEVELAND CAVALIERS,25,71,26,32,8,46,30,15,5,7,41,227,2018,0.442,21
Scotty Hopson,SHOOTING GUARD,28,DALLAS MAVERICKS,0,0,1,2,0,0,1,0,0,1,0,1,2018,0.0,1
Al Horford,CENTER,31,BOSTON CELTICS,97,226,94,120,103,427,339,43,78,132,138,927,2018,0.489,72
Danuel House Jr.,SHOOTING GUARD,24,PHOENIX SUNS,15,58,25,31,13,63,25,7,6,11,23,152,2018,0.434,23
Dwight Howard,CENTER,32,CHARLOTTE HORNETS,1,7,334,582,255,757,105,48,131,208,249,1347,2018,0.555,81
Josh Huestis,POWER FORWARD,26,OKLAHOMA CITY THUNDER,33,115,6,20,42,119,20,15,43,26,82,159,2018,0.33,69
R.J. Hunter,SHOOTING GUARD,24,HOUSTON ROCKETS,3,14,2,2,0,5,3,3,0,2,7,19,2018,0.35,5
Vince Hunter,POWER FORWARD,23,MEMPHIS GRIZZLIES,0,0,0,0,2,1,0,0,1,1,0,6,2018,0.6,4
Serge Ibaka,POWER FORWARD,28,TORONTO RAPTORS,107,297,94,118,78,400,62,29,99,90,209,959,2018,0.483,76
Andre Iguodala,SMALL FORWARD,34,GOLDEN STATE WARRIORS,33,117,55,87,50,196,210,54,38,67,99,384,2018,0.463,64
Ersan İlyasova,POWER FORWARD,30,ATLANTA HAWKS,61,170,72,90,74,177,51,44,17,43,92,501,2018,0.452,46
Ersan İlyasova,POWER FORWARD,30,ATLANTA HAWKS,61,170,72,90,74,177,51,44,17,43,92,501,2018,0.459,46
Ersan İlyasova,POWER FORWARD,30,ATLANTA HAWKS,61,170,72,90,74,177,51,44,17,43,92,501,2018,0.439,46
Ersan İlyasova,POWER FORWARD,30,PHILADELPHIA 76ERS,30,83,33,45,44,110,39,17,9,29,65,249,2018,0.452,23
Ersan İlyasova,POWER FORWARD,30,PHILADELPHIA 76ERS,30,83,33,45,44,110,39,17,9,29,65,249,2018,0.459,23
Ersan İlyasova,POWER FORWARD,30,PHILADELPHIA 76ERS,30,83,33,45,44,110,39,17,9,29,65,249,2018,0.439,23
Joe Ingles,SMALL FORWARD,30,UTAH JAZZ,204,464,66,83,24,320,392,90,20,159,178,940,2018,0.467,82
Andre Ingram,SHOOTING GUARD,32,LOS ANGELES LAKERS,5,9,3,3,1,5,7,3,3,3,3,24,2018,0.471,2
Brandon Ingram,SMALL FORWARD,20,LOS ANGELES LAKERS,41,105,192,282,57,257,230,45,43,149,163,949,2018,0.47,59
Kyrie Irving,POINT GUARD,25,BOSTON CELTICS,166,407,232,261,33,194,306,65,17,140,122,1466,2018,0.491,60
Jonathan Isaac,POWER FORWARD,20,ORLANDO MAGIC,16,46,19,25,16,83,18,33,30,27,48,145,2018,0.379,27
Wes Iwundu,SMALL FORWARD,23,ORLANDO MAGIC,9,46,34,47,36,101,57,33,12,30,81,229,2018,0.427,62
Jarrett Jack,POINT GUARD,34,NEW YORK KNICKS,25,86,63,75,22,169,348,35,4,115,98,466,2018,0.427,62
Aaron Jackson,POINT GUARD,31,HOUSTON ROCKETS,1,4,1,2,2,1,1,0,0,1,4,8,2018,0.333,1
Demetrius Jackson,POINT GUARD,23,HOUSTON ROCKETS,0,6,0,0,4,7,5,4,1,9,6,8,2018,0.389,12
Demetrius Jackson,POINT GUARD,23,HOUSTON ROCKETS,0,6,0,0,4,7,5,4,1,9,6,8,2018,0.286,12
Demetrius Jackson,POINT GUARD,23,HOUSTON ROCKETS,0,6,0,0,4,7,5,4,1,9,6,8,2018,0.75,12
Demetrius Jackson,POINT GUARD,23,PHILADELPHIA 76ERS,1,1,1,2,1,0,4,1,0,1,1,8,2018,0.389,3
Demetrius Jackson,POINT GUARD,23,PHILADELPHIA 76ERS,1,1,1,2,1,0,4,1,0,1,1,8,2018,0.286,3
Demetrius Jackson,POINT GUARD,23,PHILADELPHIA 76ERS,1,1,1,2,1,0,4,1,0,1,1,8,2018,0.75,3
Josh Jackson,SMALL FORWARD,20,PHOENIX SUNS,57,217,177,279,95,256,119,80,35,146,218,1012,2018,0.417,77
Justin Jackson,SMALL FORWARD,22,SACRAMENTO KINGS,57,185,26,36,27,160,74,28,13,40,81,453,2018,0.442,68
Reggie Jackson,POINT GUARD,27,DETROIT PISTONS,52,169,112,134,29,96,238,27,4,99,87,656,2018,0.426,45
LeBron James,POWER FORWARD,33,CLEVELAND CAVALIERS,149,406,388,531,97,612,747,116,71,347,136,2251,2018,0.542,82
Mike James,POINT GUARD,27,PHOENIX SUNS,26,97,64,84,12,77,120,27,7,48,45,332,2018,0.383,32
Mike James,POINT GUARD,27,PHOENIX SUNS,26,97,64,84,12,77,120,27,7,48,45,332,2018,0.388,32
Mike James,POINT GUARD,27,PHOENIX SUNS,26,97,64,84,12,77,120,27,7,48,45,332,2018,0.222,32
Mike James,POINT GUARD,27,NEW ORLEANS PELICANS,0,1,0,0,1,0,6,1,0,1,3,4,2018,0.383,4
Mike James,POINT GUARD,27,NEW ORLEANS PELICANS,0,1,0,0,1,0,6,1,0,1,3,4,2018,0.388,4
Mike James,POINT GUARD,27,NEW ORLEANS PELICANS,0,1,0,0,1,0,6,1,0,1,3,4,2018,0.222,4
Al Jefferson,CENTER,33,INDIANA PACERS,0,3,30,36,30,113,30,16,23,21,66,252,2018,0.534,36
Richard Jefferson,SMALL FORWARD,37,DENVER NUGGETS,2,7,4,7,2,15,15,2,1,5,11,30,2018,0.444,20
Brandon Jennings,POINT GUARD,28,MILWAUKEE BUCKS,9,33,10,10,5,26,44,6,4,18,11,73,2018,0.375,14
Jonas Jerebko,POWER FORWARD,30,UTAH JAZZ,65,157,46,57,53,193,42,24,12,27,127,429,2018,0.466,74
Amir Johnson,CENTER,30,PHILADELPHIA 76ERS,10,32,52,85,123,207,118,45,44,55,192,342,2018,0.538,74
Brice Johnson,POWER FORWARD,23,LOS ANGELES CLIPPERS,0,1,2,2,2,11,1,6,2,4,7,16,2018,0.476,9
Brice Johnson,POWER FORWARD,23,LOS ANGELES CLIPPERS,0,1,2,2,2,11,1,6,2,4,7,16,2018,0.636,9
Brice Johnson,POWER FORWARD,23,LOS ANGELES CLIPPERS,0,1,2,2,2,11,1,6,2,4,7,16,2018,0.419,9
Brice Johnson,POWER FORWARD,23,MEMPHIS GRIZZLIES,0,0,1,3,7,11,1,3,4,1,6,27,2018,0.476,9
Brice Johnson,POWER FORWARD,23,MEMPHIS GRIZZLIES,0,0,1,3,7,11,1,3,4,1,6,27,2018,0.636,9
Brice Johnson,POWER FORWARD,23,MEMPHIS GRIZZLIES,0,0,1,3,7,11,1,3,4,1,6,27,2018,0.419,9
Dakari Johnson,CENTER,22,OKLAHOMA CITY THUNDER,0,0,11,20,16,18,8,6,8,3,27,55,2018,0.564,31
James Johnson,POWER FORWARD,30,MIAMI HEAT,57,185,113,162,61,297,280,70,51,141,192,788,2018,0.503,73
Joe Johnson,SMALL FORWARD,36,UTAH JAZZ,23,84,20,24,12,95,45,12,6,31,32,233,2018,0.406,32
Joe Johnson,SMALL FORWARD,36,UTAH JAZZ,23,84,20,24,12,95,45,12,6,31,32,233,2018,0.42,32
Joe Johnson,SMALL FORWARD,36,UTAH JAZZ,23,84,20,24,12,95,45,12,6,31,32,233,2018,0.381,32
Joe Johnson,SMALL FORWARD,36,HOUSTON ROCKETS,17,61,20,21,2,63,38,6,1,18,35,139,2018,0.406,23
Joe Johnson,SMALL FORWARD,36,HOUSTON ROCKETS,17,61,20,21,2,63,38,6,1,18,35,139,2018,0.42,23
Joe Johnson,SMALL FORWARD,36,HOUSTON ROCKETS,17,61,20,21,2,63,38,6,1,18,35,139,2018,0.381,23
Omari Johnson,POWER FORWARD,28,MEMPHIS GRIZZLIES,4,12,0,0,4,7,7,2,0,3,6,22,2018,0.429,4
Stanley Johnson,SMALL FORWARD,21,DETROIT PISTONS,67,234,112,145,33,219,112,95,14,77,169,599,2018,0.375,69
Tyler Johnson,POINT GUARD,25,MIAMI HEAT,119,324,106,129,34,214,165,60,34,81,148,843,2018,0.435,72
Wesley Johnson,SMALL FORWARD,30,LOS ANGELES CLIPPERS,60,177,43,58,29,187,61,76,62,55,146,403,2018,0.408,74
Nikola Jokić,CENTER,22,DENVER NUGGETS,111,280,266,313,195,608,458,90,61,210,212,1385,2018,0.499,75
Damian Jones,CENTER,22,GOLDEN STATE WARRIORS,0,0,3,5,5,9,2,1,3,4,14,25,2018,0.5,15
Derrick Jones Jr.,SMALL FORWARD,20,PHOENIX SUNS,0,2,5,6,2,2,3,1,4,1,2,9,2018,0.396,6
Derrick Jones Jr.,SMALL FORWARD,20,PHOENIX SUNS,0,2,5,6,2,2,3,1,4,1,2,9,2018,0.5,6
Derrick Jones Jr.,SMALL FORWARD,20,PHOENIX SUNS,0,2,5,6,2,2,3,1,4,1,2,9,2018,0.388,6
Derrick Jones Jr.,SMALL FORWARD,20,MIAMI HEAT,3,16,11,18,19,15,6,3,9,6,22,52,2018,0.396,14
Derrick Jones Jr.,SMALL FORWARD,20,MIAMI HEAT,3,16,11,18,19,15,6,3,9,6,22,52,2018,0.5,14
Derrick Jones Jr.,SMALL FORWARD,20,MIAMI HEAT,3,16,11,18,19,15,6,3,9,6,22,52,2018,0.388,14
Jalen Jones,SMALL FORWARD,24,NEW ORLEANS PELICANS,1,1,2,2,0,3,0,0,0,0,2,5,2018,0.382,4
Jalen Jones,SMALL FORWARD,24,NEW ORLEANS PELICANS,1,1,2,2,0,3,0,0,0,0,2,5,2018,0.25,4
Jalen Jones,SMALL FORWARD,24,NEW ORLEANS PELICANS,1,1,2,2,0,3,0,0,0,0,2,5,2018,0.391,4
Jalen Jones,SMALL FORWARD,24,DALLAS MAVERICKS,9,25,10,17,13,22,4,5,1,7,20,69,2018,0.382,12
Jalen Jones,SMALL FORWARD,24,DALLAS MAVERICKS,9,25,10,17,13,22,4,5,1,7,20,69,2018,0.25,12
Jalen Jones,SMALL FORWARD,24,DALLAS MAVERICKS,9,25,10,17,13,22,4,5,1,7,20,69,2018,0.391,12
Tyus Jones,POINT GUARD,21,MINNESOTA TIMBERWOLVES,45,129,71,81,16,116,232,95,6,59,110,416,2018,0.457,82
DeAndre Jordan,CENTER,29,LOS ANGELES CLIPPERS,0,0,181,312,329,842,117,39,71,137,203,927,2018,0.645,77
Cory Joseph,POINT GUARD,26,INDIANA PACERS,67,190,70,94,39,224,260,80,18,87,141,649,2018,0.424,82
Frank Kaminsky,POWER FORWARD,24,CHARLOTTE HORNETS,104,274,155,194,46,242,129,36,19,66,95,873,2018,0.429,79
Luke Kennard,SHOOTING GUARD,21,DETROIT PISTONS,81,195,65,76,21,155,124,44,13,69,86,558,2018,0.443,73
Michael Kidd-Gilchrist,SMALL FORWARD,24,CHARLOTTE HORNETS,0,2,117,171,84,218,71,51,32,53,143,681,2018,0.504,74
Sean Kilpatrick,SHOOTING GUARD,28,BROOKLYN NETS,11,43,18,19,1,34,15,2,1,16,8,79,2018,0.374,16
Sean Kilpatrick,SHOOTING GUARD,28,BROOKLYN NETS,11,43,18,19,1,34,15,2,1,16,8,79,2018,0.287,16
Sean Kilpatrick,SHOOTING GUARD,28,BROOKLYN NETS,11,43,18,19,1,34,15,2,1,16,8,79,2018,0.378,16
Sean Kilpatrick,SHOOTING GUARD,28,BROOKLYN NETS,11,43,18,19,1,34,15,2,1,16,8,79,2018,0.389,16
Sean Kilpatrick,SHOOTING GUARD,28,BROOKLYN NETS,11,43,18,19,1,34,15,2,1,16,8,79,2018,0.439,16
Sean Kilpatrick,SHOOTING GUARD,28,MILWAUKEE BUCKS,13,46,18,19,1,24,15,5,1,9,15,93,2018,0.374,23
Sean Kilpatrick,SHOOTING GUARD,28,MILWAUKEE BUCKS,13,46,18,19,1,24,15,5,1,9,15,93,2018,0.287,23
Sean Kilpatrick,SHOOTING GUARD,28,MILWAUKEE BUCKS,13,46,18,19,1,24,15,5,1,9,15,93,2018,0.378,23
Sean Kilpatrick,SHOOTING GUARD,28,MILWAUKEE BUCKS,13,46,18,19,1,24,15,5,1,9,15,93,2018,0.389,23
Sean Kilpatrick,SHOOTING GUARD,28,MILWAUKEE BUCKS,13,46,18,19,1,24,15,5,1,9,15,93,2018,0.439,23
Sean Kilpatrick,SHOOTING GUARD,28,LOS ANGELES CLIPPERS,3,7,2,2,0,2,3,0,0,1,2,19,2018,0.374,4
Sean Kilpatrick,SHOOTING GUARD,28,LOS ANGELES CLIPPERS,3,7,2,2,0,2,3,0,0,1,2,19,2018,0.287,4
Sean Kilpatrick,SHOOTING GUARD,28,LOS ANGELES CLIPPERS,3,7,2,2,0,2,3,0,0,1,2,19,2018,0.378,4
Sean Kilpatrick,SHOOTING GUARD,28,LOS ANGELES CLIPPERS,3,7,2,2,0,2,3,0,0,1,2,19,2018,0.389,4
Sean Kilpatrick,SHOOTING GUARD,28,LOS ANGELES CLIPPERS,3,7,2,2,0,2,3,0,0,1,2,19,2018,0.439,4
Sean Kilpatrick,SHOOTING GUARD,28,CHICAGO BULLS,19,48,26,32,3,22,13,6,3,12,8,139,2018,0.374,9
Sean Kilpatrick,SHOOTING GUARD,28,CHICAGO BULLS,19,48,26,32,3,22,13,6,3,12,8,139,2018,0.287,9
Sean Kilpatrick,SHOOTING GUARD,28,CHICAGO BULLS,19,48,26,32,3,22,13,6,3,12,8,139,2018,0.378,9
Sean Kilpatrick,SHOOTING GUARD,28,CHICAGO BULLS,19,48,26,32,3,22,13,6,3,12,8,139,2018,0.389,9
Sean Kilpatrick,SHOOTING GUARD,28,CHICAGO BULLS,19,48,26,32,3,22,13,6,3,12,8,139,2018,0.439,9
Maxi Kleber,POWER FORWARD,26,DALLAS MAVERICKS,40,128,44,59,71,163,51,26,47,30,114,386,2018,0.489,72
Furkan Korkmaz,SHOOTING GUARD,20,PHILADELPHIA 76ERS,5,17,2,4,2,9,4,2,1,2,12,23,2018,0.286,14
Luke Kornet,POWER FORWARD,22,NEW YORK KNICKS,28,79,8,11,11,53,26,6,16,12,28,134,2018,0.392,20
Kyle Korver,SHOOTING GUARD,36,CLEVELAND CAVALIERS,164,376,64,72,9,156,88,31,27,55,130,672,2018,0.459,73
Kosta Koufos,CENTER,28,SACRAMENTO KINGS,0,0,33,74,149,323,87,47,32,49,146,477,2018,0.571,71
Kyle Kuzma,POWER FORWARD,22,LOS ANGELES LAKERS,159,434,147,208,88,395,141,49,34,140,160,1242,2018,0.45,77
Mindaugas Kuzminskas,SMALL FORWARD,28,NEW YORK KNICKS,0,0,0,0,0,0,0,0,0,0,0,0,2018,0.0,1
Skal Labissière,POWER FORWARD,21,SACRAMENTO KINGS,18,51,95,118,99,189,72,25,49,73,132,523,2018,0.448,60
Jeremy Lamb,SHOOTING GUARD,25,CHARLOTTE HORNETS,94,254,179,208,49,275,186,61,32,93,138,1033,2018,0.457,80
Shane Larkin,POINT GUARD,25,BOSTON CELTICS,31,86,32,37,15,77,98,29,2,33,58,231,2018,0.384,54
