name,positions,age,team,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,games_played,conferences,assists_per_game,assists_turnover_ratio
Kristaps Porziņģis,POWER FORWARD,22,NEW YORK KNICKS,90,228,218,275,62,254,57,36,115,93,141,1088,2018,0.439,48,EC,1.1875,0.6129032258064516
Dwight Powell,CENTER,26,DALLAS MAVERICKS,28,84,133,185,135,309,91,67,32,59,186,671,2018,0.593,79,WC,1.1518987341772151,1.5423728813559323
Norman Powell,SHOOTING GUARD,24,TORONTO RAPTORS,53,186,32,39,14,105,89,37,16,66,111,385,2018,0.401,70,EC,1.2714285714285714,1.3484848484848484
Alex Poythress,POWER FORWARD,24,INDIANA PACERS,4,11,0,0,7,10,2,3,1,2,16,26,2018,0.423,25,EC,0.08,1.0
Taurean Prince,SMALL FORWARD,23,ATLANTA HAWKS,176,457,152,180,50,339,214,85,42,191,168,1158,2018,0.426,82,EC,2.6097560975609757,1.1204188481675392
Jacob Pullen,POINT GUARD,28,PHILADELPHIA 76ERS,0,1,0,0,0,0,0,0,0,1,0,2,2018,0.5,3,EC,0.0,0.0
Rodney Purvis,SHOOTING GUARD,23,ORLANDO MAGIC,13,52,13,15,1,26,17,3,3,10,26,96,2018,0.327,16,EC,1.0625,1.7
Zhou Qi,CENTER,22,HOUSTON ROCKETS,2,19,8,12,6,16,2,2,14,10,14,22,2018,0.188,18,WC,0.1111111111111111,0.2
Tim Quarterman,SHOOTING GUARD,23,HOUSTON ROCKETS,0,2,2,2,0,3,1,0,0,2,1,4,2018,0.333,3,WC,0.3333333333333333,0.5
Ivan Rabb,POWER FORWARD,20,MEMPHIS GRIZZLIES,0,0,29,36,53,105,32,12,13,35,55,201,2018,0.566,36,WC,0.8888888888888888,0.9142857142857143
Julius Randle,CENTER,23,LOS ANGELES LAKERS,10,45,305,425,181,473,210,43,45,213,274,1323,2018,0.558,82,WC,2.5609756097560976,0.9859154929577465
Zach Randolph,POWER FORWARD,36,SACRAMENTO KINGS,51,147,84,107,97,300,127,42,10,116,119,857,2018,0.473,59,WC,2.152542372881356,1.0948275862068966
Xavier Rathan-Mayes,SHOOTING GUARD,23,MEMPHIS GRIZZLIES,1,14,4,9,0,5,18,6,3,11,18,29,2018,0.286,5,WC,3.6,1.6363636363636365
J.J. Redick,SHOOTING GUARD,33,PHILADELPHIA 76ERS,193,460,197,218,9,169,210,35,6,103,123,1198,2018,0.46,70,EC,3.0,2.0388349514563107
Davon Reed,SHOOTING GUARD,22,PHOENIX SUNS,11,38,8,12,2,37,13,10,2,10,17,63,2018,0.289,21,WC,0.6190476190476191,1.3
Willie Reed,CENTER,27,LOS ANGELES CLIPPERS,1,2,32,55,35,85,9,9,22,19,53,193,2018,0.669,39,Unknown,0.23076923076923078,0.47368421052631576
Willie Reed,CENTER,27,LOS ANGELES CLIPPERS,1,2,32,55,35,85,9,9,22,19,53,193,2018,0.667,39,Unknown,0.23076923076923078,0.47368421052631576
Willie Reed,CENTER,27,LOS ANGELES CLIPPERS,1,2,32,55,35,85,9,9,22,19,53,193,2018,1.0,39,Unknown,0.23076923076923078,0.47368421052631576
Willie Reed,CENTER,27,DETROIT PISTONS,0,0,0,0,0,1,1,0,0,0,3,2,2018,0.669,3,EC,0.3333333333333333,inf
Willie Reed,CENTER,27,DETROIT PISTONS,0,0,0,0,0,1,1,0,0,0,3,2,2018,0.667,3,EC,0.3333333333333333,inf
Willie Reed,CENTER,27,DETROIT PISTONS,0,0,0,0,0,1,1,0,0,0,3,2,2018,1.0,3,EC,0.3333333333333333,inf
Josh Richardson,SMALL FORWARD,24,MIAMI HEAT,127,336,120,142,69,216,231,121,75,140,199,1045,2018,0.451,81,EC,2.8518518518518516,1.65
Malachi Richardson,SHOOTING GUARD,22,SACRAMENTO KINGS,12,39,17,22,5,28,13,10,1,10,27,87,2018,0.333,25,WC,0.52,1.3
Malachi Richardson,SHOOTING GUARD,22,SACRAMENTO KINGS,12,39,17,22,5,28,13,10,1,10,27,87,2018,0.33,25,WC,0.52,1.3
Malachi Richardson,SHOOTING GUARD,22,SACRAMENTO KINGS,12,39,17,22,5,28,13,10,1,10,27,87,2018,0.5,25,WC,0.52,1.3
Malachi Richardson,SHOOTING GUARD,22,TORONTO RAPTORS,0,1,0,0,0,1,0,0,0,0,0,2,2018,0.333,1,EC,0.0,
Malachi Richardson,SHOOTING GUARD,22,TORONTO RAPTORS,0,1,0,0,0,1,0,0,0,0,0,2,2018,0.33,1,EC,0.0,
Malachi Richardson,SHOOTING GUARD,22,TORONTO RAPTORS,0,1,0,0,0,1,0,0,0,0,0,2,2018,0.5,1,EC,0.0,
Austin Rivers,SHOOTING GUARD,25,LOS ANGELES CLIPPERS,136,360,102,159,27,118,242,74,16,109,152,920,2018,0.424,61,Unknown,3.9672131147540983,2.220183486238532
Andre Roberson,SHOOTING GUARD,26,OKLAHOMA CITY THUNDER,8,36,12,38,75,110,46,45,35,30,89,194,2018,0.537,39,WC,1.1794871794871795,1.5333333333333334
Devin Robinson,SMALL FORWARD,22,WASHINGTON WIZARDS,0,0,0,0,2,3,0,1,0,0,2,2,2018,0.333,1,EC,0.0,
Glenn Robinson III,SMALL FORWARD,24,INDIANA PACERS,14,34,9,11,11,26,17,13,1,5,14,95,2018,0.424,23,EC,0.7391304347826086,3.4
Rajon Rondo,POINT GUARD,31,NEW ORLEANS PELICANS,50,150,25,46,31,232,533,70,10,151,119,537,2018,0.468,65,WC,8.2,3.5298013245033113
Derrick Rose,POINT GUARD,29,CLEVELAND CAVALIERS,6,24,35,41,10,19,26,3,4,28,14,157,2018,0.435,16,EC,1.625,0.9285714285714286
Derrick Rose,POINT GUARD,29,CLEVELAND CAVALIERS,6,24,35,41,10,19,26,3,4,28,14,157,2018,0.439,16,EC,1.625,0.9285714285714286
Derrick Rose,POINT GUARD,29,CLEVELAND CAVALIERS,6,24,35,41,10,19,26,3,4,28,14,157,2018,0.426,16,EC,1.625,0.9285714285714286
Derrick Rose,POINT GUARD,29,MINNESOTA TIMBERWOLVES,1,6,5,5,3,3,11,4,0,7,2,52,2018,0.435,9,WC,1.2222222222222223,1.5714285714285714
Derrick Rose,POINT GUARD,29,MINNESOTA TIMBERWOLVES,1,6,5,5,3,3,11,4,0,7,2,52,2018,0.439,9,WC,1.2222222222222223,1.5714285714285714
Derrick Rose,POINT GUARD,29,MINNESOTA TIMBERWOLVES,1,6,5,5,3,3,11,4,0,7,2,52,2018,0.426,9,WC,1.2222222222222223,1.5714285714285714
Terrence Ross,SHOOTING GUARD,26,ORLANDO MAGIC,30,93,27,36,10,63,38,27,11,29,45,209,2018,0.398,24,EC,1.5833333333333333,1.3103448275862069
Terry Rozier,POINT GUARD,23,BOSTON CELTICS,153,402,115,149,63,313,232,80,19,80,123,900,2018,0.395,80,EC,2.9,2.9
Ricky Rubio,POINT GUARD,27,UTAH JAZZ,96,273,220,254,44,307,410,121,11,207,206,1008,2018,0.418,77,WC,5.324675324675325,1.9806763285024154
D'Angelo Russell,POINT GUARD,21,BROOKLYN NETS,90,278,97,131,30,159,249,36,17,147,93,743,2018,0.414,48,EC,5.1875,1.6938775510204083
Domantas Sabonis,CENTER,21,INDIANA PACERS,13,37,168,224,165,407,151,40,32,137,220,861,2018,0.514,74,EC,2.0405405405405403,1.102189781021898
JaKarr Sampson,SMALL FORWARD,24,SACRAMENTO KINGS,5,10,10,16,21,57,9,8,22,8,48,103,2018,0.543,22,WC,0.4090909090909091,1.125
Dario Šarić,POWER FORWARD,23,PHILADELPHIA 76ERS,157,399,178,207,154,366,202,51,20,148,160,1141,2018,0.453,78,EC,2.58974358974359,1.364864864864865
Tomáš Satoranský,SHOOTING GUARD,26,WASHINGTON WIZARDS,47,101,75,96,72,161,286,52,15,83,131,524,2018,0.523,73,EC,3.9178082191780823,3.4457831325301207
Dennis Schröder,POINT GUARD,24,ATLANTA HAWKS,76,262,225,265,44,164,417,72,6,183,147,1301,2018,0.436,67,EC,6.223880597014926,2.278688524590164
Mike Scott,POWER FORWARD,29,WASHINGTON WIZARDS,66,163,50,76,50,197,80,23,10,79,148,668,2018,0.527,76,EC,1.0526315789473684,1.0126582278481013
Thabo Sefolosha,SMALL FORWARD,33,UTAH JAZZ,32,84,44,54,29,132,33,52,12,30,59,312,2018,0.492,38,WC,0.868421052631579,1.1
Wayne Selden,SHOOTING GUARD,23,MEMPHIS GRIZZLIES,49,122,44,59,16,40,66,18,5,54,59,325,2018,0.431,35,WC,1.8857142857142857,1.2222222222222223
Ramon Sessions,POINT GUARD,31,NEW YORK KNICKS,2,11,12,15,1,17,27,7,1,15,14,48,2018,0.359,13,EC,2.076923076923077,1.8
Ramon Sessions,POINT GUARD,31,NEW YORK KNICKS,2,11,12,15,1,17,27,7,1,15,14,48,2018,0.321,13,EC,2.076923076923077,1.8
Ramon Sessions,POINT GUARD,31,NEW YORK KNICKS,2,11,12,15,1,17,27,7,1,15,14,48,2018,0.391,13,EC,2.076923076923077,1.8
Ramon Sessions,POINT GUARD,31,WASHINGTON WIZARDS,6,15,32,42,5,15,50,7,1,15,15,88,2018,0.359,15,EC,3.3333333333333335,3.3333333333333335
Ramon Sessions,POINT GUARD,31,WASHINGTON WIZARDS,6,15,32,42,5,15,50,7,1,15,15,88,2018,0.321,15,EC,3.3333333333333335,3.3333333333333335
Ramon Sessions,POINT GUARD,31,WASHINGTON WIZARDS,6,15,32,42,5,15,50,7,1,15,15,88,2018,0.391,15,EC,3.3333333333333335,3.3333333333333335
Iman Shumpert,SHOOTING GUARD,27,CLEVELAND CAVALIERS,7,26,11,15,7,34,17,9,4,16,22,62,2018,0.379,14,EC,1.2142857142857142,1.0625
Pascal Siakam,POWER FORWARD,23,TORONTO RAPTORS,29,132,54,87,79,285,159,62,42,67,166,589,2018,0.508,81,EC,1.962962962962963,2.373134328358209
Xavier Silas,SHOOTING GUARD,30,BOSTON CELTICS,0,2,0,0,1,1,0,1,0,0,1,0,2018,0.0,2,EC,0.0,
Ben Simmons,POINT GUARD,21,PHILADELPHIA 76ERS,0,11,191,341,145,514,661,140,70,278,211,1279,2018,0.545,81,EC,8.160493827160494,2.3776978417266186
Jonathon Simmons,SHOOTING GUARD,28,ORLANDO MAGIC,69,204,185,241,61,178,171,58,16,146,175,962,2018,0.465,69,EC,2.4782608695652173,1.1712328767123288
Kobi Simmons,POINT GUARD,20,MEMPHIS GRIZZLIES,11,39,25,25,14,36,68,18,5,44,61,196,2018,0.423,32,WC,2.125,1.5454545454545454
Kyle Singler,SMALL FORWARD,29,OKLAHOMA CITY THUNDER,2,5,7,13,1,9,2,1,0,3,4,23,2018,0.333,12,WC,0.16666666666666666,0.6666666666666666
Marcus Smart,SHOOTING GUARD,23,BOSTON CELTICS,75,249,97,133,43,146,259,71,23,129,133,550,2018,0.367,54,EC,4.796296296296297,2.007751937984496
Dennis Smith Jr.,POINT GUARD,20,DALLAS MAVERICKS,106,339,134,193,50,210,358,71,18,194,152,1048,2018,0.395,69,WC,5.188405797101449,1.8453608247422681
Ish Smith,POINT GUARD,29,DETROIT PISTONS,35,101,81,116,27,197,360,64,20,108,140,894,2018,0.486,82,EC,4.390243902439025,3.3333333333333335
J.R. Smith,SHOOTING GUARD,32,CLEVELAND CAVALIERS,143,381,39,56,29,206,141,68,11,81,161,662,2018,0.403,80,EC,1.7625,1.7407407407407407
Jason Smith,CENTER,31,WASHINGTON WIZARDS,4,32,19,21,18,35,14,3,13,16,44,113,2018,0.391,33,EC,0.42424242424242425,0.875
Josh Smith,POWER FORWARD,32,NEW ORLEANS PELICANS,0,0,0,0,3,1,0,0,0,0,3,2,2018,0.25,3,WC,0.0,
Tony Snell,SHOOTING GUARD,26,MILWAUKEE BUCKS,108,268,38,48,9,132,98,47,28,36,115,516,2018,0.435,75,EC,1.3066666666666666,2.7222222222222223
Marreese Speights,CENTER,30,ORLANDO MAGIC,86,233,40,55,21,112,40,8,22,40,106,402,2018,0.395,52,EC,0.7692307692307693,1.0
Nik Stauskas,SHOOTING GUARD,24,PHILADELPHIA 76ERS,0,1,2,2,0,1,1,4,0,4,3,4,2018,0.39,6,EC,0.16666666666666666,0.25
Nik Stauskas,SHOOTING GUARD,24,PHILADELPHIA 76ERS,0,1,2,2,0,1,1,4,0,4,3,4,2018,0.25,6,EC,0.16666666666666666,0.25
Nik Stauskas,SHOOTING GUARD,24,PHILADELPHIA 76ERS,0,1,2,2,0,1,1,4,0,4,3,4,2018,0.393,6,EC,0.16666666666666666,0.25
Nik Stauskas,SHOOTING GUARD,24,BROOKLYN NETS,40,99,19,27,4,59,38,5,4,22,21,177,2018,0.39,35,EC,1.0857142857142856,1.7272727272727273
Nik Stauskas,SHOOTING GUARD,24,BROOKLYN NETS,40,99,19,27,4,59,38,5,4,22,21,177,2018,0.25,35,EC,1.0857142857142856,1.7272727272727273
Nik Stauskas,SHOOTING GUARD,24,BROOKLYN NETS,40,99,19,27,4,59,38,5,4,22,21,177,2018,0.393,35,EC,1.0857142857142856,1.7272727272727273
Lance Stephenson,SHOOTING GUARD,27,INDIANA PACERS,67,232,84,127,62,362,235,46,17,131,177,757,2018,0.427,82,EC,2.8658536585365852,1.7938931297709924
David Stockton,POINT GUARD,26,UTAH JAZZ,2,3,4,4,0,0,0,0,0,1,3,10,2018,0.667,3,WC,0.0,0.0
Julyan Stone,SHOOTING GUARD,29,CHARLOTTE HORNETS,6,13,1,2,1,28,26,4,2,7,21,19,2018,0.462,23,EC,1.1304347826086956,3.7142857142857144
Edmond Sumner,POINT GUARD,22,INDIANA PACERS,0,0,0,0,0,1,0,0,0,0,1,2,2018,1.0,1,EC,0.0,
Caleb Swanigan,POWER FORWARD,20,PORTLAND TRAIL BLAZERS,1,8,12,18,15,39,14,5,3,18,37,61,2018,0.4,27,WC,0.5185185185185185,0.7777777777777778
Jayson Tatum,SMALL FORWARD,19,BOSTON CELTICS,105,242,213,258,50,352,128,83,58,114,170,1112,2018,0.475,80,EC,1.6,1.1228070175438596
Isaiah Taylor,POINT GUARD,23,ATLANTA HAWKS,20,80,99,141,22,72,206,34,10,84,116,445,2018,0.418,67,EC,3.074626865671642,2.4523809523809526
Jeff Teague,POINT GUARD,29,MINNESOTA TIMBERWOLVES,84,228,202,239,24,185,492,102,23,177,171,994,2018,0.446,70,WC,7.0285714285714285,2.7796610169491527
Marquis Teague,POINT GUARD,24,MEMPHIS GRIZZLIES,1,4,2,5,1,5,13,4,0,3,5,11,2018,0.25,3,WC,4.333333333333333,4.333333333333333
Mirza Teletović,POWER FORWARD,32,MILWAUKEE BUCKS,21,45,0,0,3,20,10,4,1,7,14,71,2018,0.439,10,EC,1.0,1.4285714285714286
Garrett Temple,SHOOTING GUARD,31,SACRAMENTO KINGS,89,227,60,78,22,130,124,57,27,79,135,547,2018,0.418,65,WC,1.9076923076923078,1.5696202531645569
Miloš Teodosić,POINT GUARD,30,LOS ANGELES CLIPPERS,88,232,39,46,16,110,209,23,5,97,103,429,2018,0.419,45,Unknown,4.644444444444445,2.154639175257732
Jason Terry,SHOOTING GUARD,40,MILWAUKEE BUCKS,40,115,8,9,5,43,59,42,13,25,52,166,2018,0.383,51,EC,1.1568627450980393,2.36
Daniel Theis,CENTER,25,BOSTON CELTICS,18,58,61,81,90,184,56,30,48,56,157,331,2018,0.541,63,EC,0.8888888888888888,1.0
Isaiah Thomas,POINT GUARD,28,CLEVELAND CAVALIERS,22,87,59,68,7,24,68,9,2,41,25,221,2018,0.373,15,EC,4.533333333333333,1.6585365853658536
Isaiah Thomas,POINT GUARD,28,CLEVELAND CAVALIERS,22,87,59,68,7,24,68,9,2,41,25,221,2018,0.361,15,EC,4.533333333333333,1.6585365853658536
Isaiah Thomas,POINT GUARD,28,CLEVELAND CAVALIERS,22,87,59,68,7,24,68,9,2,41,25,221,2018,0.383,15,EC,4.533333333333333,1.6585365853658536
Isaiah Thomas,POINT GUARD,28,LOS ANGELES LAKERS,33,101,58,63,10,26,85,6,1,54,33,265,2018,0.373,17,WC,5.0,1.5740740740740742
Isaiah Thomas,POINT GUARD,28,LOS ANGELES LAKERS,33,101,58,63,10,26,85,6,1,54,33,265,2018,0.361,17,WC,5.0,1.5740740740740742
Isaiah Thomas,POINT GUARD,28,LOS ANGELES LAKERS,33,101,58,63,10,26,85,6,1,54,33,265,2018,0.383,17,WC,5.0,1.5740740740740742
Lance Thomas,POWER FORWARD,29,NEW YORK KNICKS,50,124,44,53,44,131,44,30,14,40,134,298,2018,0.382,73,EC,0.6027397260273972,1.1
Klay Thompson,SHOOTING GUARD,27,GOLDEN STATE WARRIORS,229,521,82,98,31,246,185,55,34,128,117,1461,2018,0.488,73,WC,2.5342465753424657,1.4453125
Tristan Thompson,CENTER,26,CLEVELAND CAVALIERS,0,0,43,79,126,226,33,16,17,36,102,307,2018,0.562,53,EC,0.6226415094339622,0.9166666666666666
Sindarius Thornwell,SHOOTING GUARD,23,LOS ANGELES CLIPPERS,23,61,59,88,33,107,68,48,25,53,125,282,2018,0.429,73,Unknown,0.9315068493150684,1.2830188679245282
Anthony Tolliver,POWER FORWARD,32,DETROIT PISTONS,159,365,106,133,50,191,90,32,21,58,144,703,2018,0.464,79,EC,1.139240506329114,1.5517241379310345
Karl-Anthony Towns,CENTER,22,MINNESOTA TIMBERWOLVES,120,285,345,402,238,774,199,64,115,159,285,1743,2018,0.545,82,WC,2.426829268292683,1.251572327044025
P.J. Tucker,POWER FORWARD,32,HOUSTON ROCKETS,115,310,43,60,93,364,77,78,26,74,205,502,2018,0.39,82,WC,0.9390243902439024,1.0405405405405406
Evan Turner,SMALL FORWARD,29,PORTLAND TRAIL BLAZERS,42,132,91,107,30,214,173,47,29,99,163,649,2018,0.447,79,WC,2.189873417721519,1.7474747474747474
Myles Turner,CENTER,21,INDIANA PACERS,56,157,160,206,93,324,87,38,118,96,186,828,2018,0.479,65,EC,1.3384615384615384,0.90625
Ekpe Udoh,CENTER,30,UTAH JAZZ,0,1,42,56,68,82,53,43,74,20,105,162,2018,0.5,63,WC,0.8412698412698413,2.65
Tyler Ulis,POINT GUARD,22,PHOENIX SUNS,42,146,84,101,24,104,311,70,7,127,120,554,2018,0.388,71,WC,4.380281690140845,2.4488188976377954
Jonas Valančiūnas,CENTER,25,TORONTO RAPTORS,30,74,170,211,183,477,81,29,69,115,192,980,2018,0.568,77,EC,1.051948051948052,0.7043478260869566
Denzel Valentine,SHOOTING GUARD,24,CHICAGO BULLS,143,370,38,51,48,345,244,65,11,99,185,783,2018,0.417,77,EC,3.168831168831169,2.4646464646464645
Fred VanVleet,POINT GUARD,23,TORONTO RAPTORS,108,261,84,101,25,159,243,68,19,74,130,656,2018,0.426,76,EC,3.1973684210526314,3.2837837837837838
Rashad Vaughn,SHOOTING GUARD,21,MILWAUKEE BUCKS,13,35,4,6,2,15,12,4,3,4,12,59,2018,0.411,22,EC,0.5454545454545454,3.0
Rashad Vaughn,SHOOTING GUARD,21,MILWAUKEE BUCKS,13,35,4,6,2,15,12,4,3,4,12,59,2018,0.42,22,EC,0.5454545454545454,3.0
Rashad Vaughn,SHOOTING GUARD,21,MILWAUKEE BUCKS,13,35,4,6,2,15,12,4,3,4,12,59,2018,,22,EC,0.5454545454545454,3.0
Rashad Vaughn,SHOOTING GUARD,21,MILWAUKEE BUCKS,13,35,4,6,2,15,12,4,3,4,12,59,2018,0.333,22,EC,0.5454545454545454,3.0
Rashad Vaughn,SHOOTING GUARD,21,BROOKLYN NETS,0,0,0,0,0,0,1,0,0,0,1,0,2018,0.411,1,EC,1.0,inf
Rashad Vaughn,SHOOTING GUARD,21,BROOKLYN NETS,0,0,0,0,0,0,1,0,0,0,1,0,2018,0.42,1,EC,1.0,inf
Rashad Vaughn,SHOOTING GUARD,21,BROOKLYN NETS,0,0,0,0,0,0,1,0,0,0,1,0,2018,,1,EC,1.0,inf
Rashad Vaughn,SHOOTING GUARD,21,BROOKLYN NETS,0,0,0,0,0,0,1,0,0,0,1,0,2018,0.333,1,EC,1.0,inf
Rashad Vaughn,SHOOTING GUARD,21,ORLANDO MAGIC,1,2,0,0,1,3,0,1,0,2,2,5,2018,0.411,5,EC,0.0,0.0
Rashad Vaughn,SHOOTING GUARD,21,ORLANDO MAGIC,1,2,0,0,1,3,0,1,0,2,2,5,2018,0.42,5,EC,0.0,0.0
Rashad Vaughn,SHOOTING GUARD,21,ORLANDO MAGIC,1,2,0,0,1,3,0,1,0,2,2,5,2018,,5,EC,0.0,0.0
Rashad Vaughn,SHOOTING GUARD,21,ORLANDO MAGIC,1,2,0,0,1,3,0,1,0,2,2,5,2018,0.333,5,EC,0.0,0.0
Noah Vonleh,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,2,6,23,31,35,132,13,6,11,15,42,119,2018,0.444,33,WC,0.3939393939393939,0.8666666666666667
Noah Vonleh,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,2,6,23,31,35,132,13,6,11,15,42,119,2018,0.49,33,WC,0.3939393939393939,0.8666666666666667
Noah Vonleh,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,2,6,23,31,35,132,13,6,11,15,42,119,2018,0.413,33,WC,0.3939393939393939,0.8666666666666667
Noah Vonleh,POWER FORWARD,22,CHICAGO BULLS,18,60,13,27,35,109,21,13,6,16,26,145,2018,0.444,21,EC,1.0,1.3125
Noah Vonleh,POWER FORWARD,22,CHICAGO BULLS,18,60,13,27,35,109,21,13,6,16,26,145,2018,0.49,21,EC,1.0,1.3125
Noah Vonleh,POWER FORWARD,22,CHICAGO BULLS,18,60,13,27,35,109,21,13,6,16,26,145,2018,0.413,21,EC,1.0,1.3125
Nikola Vučević,CENTER,27,ORLANDO MAGIC,64,204,77,94,101,422,191,56,62,109,144,939,2018,0.475,57,EC,3.3508771929824563,1.7522935779816513
Dwyane Wade,SHOOTING GUARD,36,CLEVELAND CAVALIERS,23,70,94,134,39,142,163,42,32,92,84,513,2018,0.438,46,EC,3.5434782608695654,1.7717391304347827
Dwyane Wade,SHOOTING GUARD,36,CLEVELAND CAVALIERS,23,70,94,134,39,142,163,42,32,92,84,513,2018,0.455,46,EC,3.5434782608695654,1.7717391304347827
Dwyane Wade,SHOOTING GUARD,36,CLEVELAND CAVALIERS,23,70,94,134,39,142,163,42,32,92,84,513,2018,0.409,46,EC,3.5434782608695654,1.7717391304347827
Dwyane Wade,SHOOTING GUARD,36,MIAMI HEAT,9,41,41,55,11,60,65,19,15,48,40,252,2018,0.438,21,EC,3.0952380952380953,1.3541666666666667
Dwyane Wade,SHOOTING GUARD,36,MIAMI HEAT,9,41,41,55,11,60,65,19,15,48,40,252,2018,0.455,21,EC,3.0952380952380953,1.3541666666666667
Dwyane Wade,SHOOTING GUARD,36,MIAMI HEAT,9,41,41,55,11,60,65,19,15,48,40,252,2018,0.409,21,EC,3.0952380952380953,1.3541666666666667
Dion Waiters,SHOOTING GUARD,26,MIAMI HEAT,52,170,51,69,8,69,113,23,9,70,61,429,2018,0.398,30,EC,3.7666666666666666,1.6142857142857143
Kemba Walker,POINT GUARD,27,CHARLOTTE HORNETS,231,601,363,420,32,216,444,91,24,179,98,1770,2018,0.431,80,EC,5.55,2.4804469273743015
John Wall,POINT GUARD,27,WASHINGTON WIZARDS,62,167,175,241,22,128,393,57,45,158,80,797,2018,0.42,41,EC,9.585365853658537,2.4873417721518987
Tyrone Wallace,POINT GUARD,23,LOS ANGELES CLIPPERS,10,40,61,78,21,84,71,27,13,46,83,291,2018,0.445,30,Unknown,2.3666666666666667,1.5434782608695652
Derrick Walton,POINT GUARD,22,MIAMI HEAT,7,17,6,6,2,14,16,7,3,2,7,29,2018,0.32,16,EC,1.0,8.0
Jameel Warney,POWER FORWARD,24,DALLAS MAVERICKS,0,0,3,5,4,5,0,0,0,1,2,17,2018,0.583,3,WC,0.0,0.0
T.J. Warren,SMALL FORWARD,24,PHOENIX SUNS,20,90,193,255,125,208,85,65,41,85,149,1271,2018,0.498,65,WC,1.3076923076923077,1.0
Travis Wear,SMALL FORWARD,27,LOS ANGELES LAKERS,17,47,8,8,0,38,7,4,5,6,30,75,2018,0.347,17,WC,0.4117647058823529,1.1666666666666667
James Webb III,SMALL FORWARD,24,BROOKLYN NETS,4,19,0,0,8,16,4,1,0,4,10,16,2018,0.25,10,EC,0.4,1.0
Briante Weber,POINT GUARD,25,HOUSTON ROCKETS,4,9,4,4,3,15,13,10,3,7,18,26,2018,0.442,13,WC,1.0,1.8571428571428572
Briante Weber,POINT GUARD,25,HOUSTON ROCKETS,4,9,4,4,3,15,13,10,3,7,18,26,2018,0.409,13,WC,1.0,1.8571428571428572
Briante Weber,POINT GUARD,25,HOUSTON ROCKETS,4,9,4,4,3,15,13,10,3,7,18,26,2018,0.476,13,WC,1.0,1.8571428571428572
Briante Weber,POINT GUARD,25,MEMPHIS GRIZZLIES,0,2,4,6,5,12,9,8,2,8,10,24,2018,0.442,5,WC,1.8,1.125
Briante Weber,POINT GUARD,25,MEMPHIS GRIZZLIES,0,2,4,6,5,12,9,8,2,8,10,24,2018,0.409,5,WC,1.8,1.125
Briante Weber,POINT GUARD,25,MEMPHIS GRIZZLIES,0,2,4,6,5,12,9,8,2,8,10,24,2018,0.476,5,WC,1.8,1.125
David West,CENTER,37,GOLDEN STATE WARRIORS,3,8,60,79,64,174,138,47,75,80,120,495,2018,0.571,73,WC,1.8904109589041096,1.725
Russell Westbrook,POINT GUARD,29,OKLAHOMA CITY THUNDER,97,326,417,566,152,652,820,147,20,381,200,2028,2018,0.449,80,WC,10.25,2.152230971128609
Andrew White,SMALL FORWARD,24,ATLANTA HAWKS,18,49,1,4,4,30,6,3,1,8,12,69,2018,0.342,15,EC,0.4,0.75
Derrick White,POINT GUARD,23,SAN ANTONIO SPURS,8,13,14,20,5,21,9,4,3,6,8,54,2018,0.485,17,WC,0.5294117647058824,1.5
Okaro White,POWER FORWARD,25,MIAMI HEAT,4,11,2,3,3,8,2,1,1,1,6,20,2018,0.438,6,EC,0.3333333333333333,2.0
Isaiah Whitehead,POINT GUARD,22,BROOKLYN NETS,7,18,13,19,4,22,20,8,2,24,23,100,2018,0.465,16,EC,1.25,0.8333333333333334
Hassan Whiteside,CENTER,28,MIAMI HEAT,2,2,128,182,174,444,54,37,94,92,131,754,2018,0.54,54,EC,1.0,0.5869565217391305
Andrew Wiggins,SMALL FORWARD,22,MINNESOTA TIMBERWOLVES,112,338,202,314,82,276,160,91,51,138,163,1452,2018,0.438,82,WC,1.951219512195122,1.1594202898550725
Jacob Wiley,POWER FORWARD,23,BROOKLYN NETS,1,2,1,2,2,9,2,1,0,0,4,4,2018,0.25,5,EC,0.4,inf
Damien Wilkins,SMALL FORWARD,38,INDIANA PACERS,4,18,3,4,5,11,9,2,1,5,7,33,2018,0.333,19,EC,0.47368421052631576,1.8
Alan Williams,POWER FORWARD,25,PHOENIX SUNS,0,0,6,9,3,19,8,5,1,7,13,20,2018,0.389,5,WC,1.6,1.1428571428571428
C.J. Williams,SHOOTING GUARD,27,LOS ANGELES CLIPPERS,22,78,13,16,12,44,43,31,13,20,63,209,2018,0.442,38,Unknown,1.131578947368421,2.15
Derrick Williams,POWER FORWARD,26,LOS ANGELES LAKERS,0,2,0,0,0,1,0,0,0,0,0,2,2018,0.25,2,WC,0.0,
Lou Williams,SHOOTING GUARD,31,LOS ANGELES CLIPPERS,186,518,432,491,40,158,417,85,19,234,106,1782,2018,0.435,79,Unknown,5.2784810126582276,1.7820512820512822
Marvin Williams,POWER FORWARD,31,CHARLOTTE HORNETS,126,305,102,123,74,296,96,56,38,66,116,744,2018,0.458,78,EC,1.2307692307692308,1.4545454545454546
